model_analyzed,command,hardware,purpose,result,status,issue_number,issue_title
nvidia/Qwen3-235B-A22B-FP8,SGLANG_TORCH_PROFILER_DIR=~/logs python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode decode --dist-init-addr 10.130.8.143:8050 --nnodes 4 --node-rank 3 --tp 32 --dp 32 --enable-dp-attention --enable-deepep-moe --ep-size 132 --disable-radix-cache --mem-frac 0.8 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --cuda-graph-max-bs 128 --watchdog-timeout 1000000 --decode-log-interval 1 --context-length 1000000,NVIDIA L20Y,Deploying QWEN3 using PD separation (Decode instance) on node 3.,Stuck behavior observed.,broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-235B-A22B-FP8,python3 -m sglang.bench_serving --backend sglang --dataset-name random --num-prompt 3200 --request-rate 16 --random-input 2048 --random-output 2048 --model Qwen/Qwen3-235B-A22B-FP8 --port 8000,NVIDIA L20Y,Benchmarking serving throughput for Qwen3-235B-A22B-FP8 with large input/output pairs.,Benchmark hangs or gets stuck halfway through.,broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-235B-A22B-FP8,SGLANG_TORCH_PROFILER_DIR=~/logs NCCL_IB_GID_INDEX=3 GLOO_SOCKET_IFNAME=eth0 SGL_ENABLE_JIT_DEEPGEMM=1 python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode prefill --disaggregation-ib-device mlx5_bond_0 --dist-init-addr 10.130.8.138:8050 --nnodes 2 --node-rank 0 --tp 16 --dp 16 --ep-size 16 --enable-dp-attention --enable-deepep-moe --disable-radix-cache --mem-frac 0.8 --deepep-mode normal --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --watchdog-timeout 1000000 --decode-log-interval 1 --context-length 1000000,H800,Debug run with specific IB and networking environment variables to resolve intermittent sticking issues on H800 GPUs.,"Intermittent issues; successfully ran 3000 requests once, but stuck on subsequent attempts.",broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-235B-A22B-FP8,SGLANG_TORCH_PROFILER_DIR=~/logs SGLANG_TBO_DEBUG=1 NCCL_IB_GID_INDEX=3 GLOO_SOCKET_IFNAME=eth0 SGL_ENABLE_JIT_DEEPGEMM=1 python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --load-format dummy --trust-remote-code --disaggregation-mode decode --disaggregation-ib-device mlx5_bond_0 --dist-init-addr 10.130.8.143:8050 --nnodes 4 --node-rank 0 --tp 32 --dp 32 --enable-dp-attention --enable-deepep-moe --ep-size 32 --disable-radix-cache --mem-frac 0.8 --deepep-mode low_latency --host 0.0.0.0 --moe-dense-tp-size 1 --enable-dp-lm-head --cuda-graph-max-bs 96 --watchdog-timeout 1000000 --decode-log-interval 1,H800,Debug Decode instance with TBO debug enabled and reduced cuda-graph-max-bs on H800 GPUs.,Still got stuck; py-spy stack trace shows the MainThread blocked in synchronize (torch/cuda/streams.py).,broken,https://github.com/sgl-project/sglang/issues/7381,"[Bug] When deploying QWEN3 using PD separation and the DP + EP + DeepEP method, the Decode instance get stuck."
nvidia/Qwen3-8B-FP8,SGL_ENABLE_JIT_DEEPGEMM=0 python -m sglang.launch_server --model-path nvidia/Qwen3-8B-FP4 --tp 1,4x NVIDIA RTX PRO 6000 Blackwell Server Edition (SM 12.0),Reproduction command to launch the server with the FP4 quantized model to debug quantization errors.,"BROKEN: Fails with ValueError: Unknown quantization method: modelopt. Even when trying --quantization fp4, it fails with a config mismatch error.",broken,https://github.com/sgl-project/sglang/issues/11725,[Bug] FP4 models quantized with modelopt not running in sglang
nvidia/Qwen3-8B-FP8,python -m sglang.launch_server --model-path nvidia/Qwen3-8B-FP4 --tp 1 --quantization modelopt_fp4,4x NVIDIA RTX PRO 6000 Blackwell Server Edition (SM 12.0),Attempting to use the specific modelopt_fp4 quantization flag as suggested by maintainers.,"BROKEN: Fails with 'Exception: Capture cuda graph failed: fp4_quant is only supported on sm100a/sm103a'. The user noted they are on Blackwell, which should support it, but the JIT/Kernel layer threw a compatibility error.",broken,https://github.com/sgl-project/sglang/issues/11725,[Bug] FP4 models quantized with modelopt not running in sglang
nvidia/Qwen3-8B-FP8,python3 -m sglang.test.few_shot_gsm8k --num-questions 1319,NVIDIA H20,Accuracy test on GSM8K using the default FP8 GEMM backend for the Qwen/Qwen3-8B-FP8 model.,"Accuracy: 0.904, Output throughput: 2892.650 token/s, Latency: 55.820 s.",working,https://github.com/sgl-project/sglang/pull/15763,[Perf] Add TileLang FP8 blockwise GEMM backend
nvidia/Qwen3-8B-FP8,python3 -m sglang.test.few_shot_gsm8k --num-questions 1319 --fp8-gemm-backend tilelang,NVIDIA H20,Accuracy test on GSM8K using the new TileLang FP8 GEMM backend for the Qwen/Qwen3-8B-FP8 model to ensure no regression in quality.,"Accuracy: 0.904, Output throughput: 2859.664 token/s, Latency: 55.999 s.",working,https://github.com/sgl-project/sglang/pull/15763,[Perf] Add TileLang FP8 blockwise GEMM backend
nvidia/Qwen3-8B-FP8,bash gsm8k.sh,H100,Accuracy and performance testing for Qwen3-8B model with Piecewise CUDA Graph enabled.,"Accuracy: 0.950, Latency: 7.752 s, Output throughput: 3076.427 token/s. Successfully processed 200/200 requests at 26.07 it/s.",working,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Qwen3-8B-FP8,bash gsm8k.sh,H100,Baseline accuracy and performance testing for Qwen3-8B model without Piecewise CUDA Graph.,"Accuracy: 0.950, Latency: 11.384 s, Output throughput: 2091.467 token/s. Successfully processed 200/200 requests at 17.67 it/s.",working,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Qwen3-8B-FP8,python -m sglang.bench_one_batch --model-path Qwen/Qwen3-14B --batch 1 --input-len 16 32 64 128 256 512 --output-len 1 --enable-piecewise-cuda-graph,H100,Prefill-only benchmark measuring latency with Piecewise CUDA Graph across different input lengths for Qwen3 models.,Benchmarked successfully. Benchmarking results showed performance improvements for short input lengths due to reduced kernel launch overhead.,working,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Qwen3-8B-FP8,python3 -m sglang.launch_server --model-path Qwen/Qwen3-235B-A22B-FP8 --tp 4 --host 0.0.0.0 --enable-piecewise-cuda-graph,Tesla B200 (implied by DeepGEMM output),Testing high-parameter MoE variant (Qwen3-235B-A22B-FP8) with Piecewise CUDA Graph enabled.,BROKEN: Threw 'c10::Error: Only a single TORCH_LIBRARY can be used to register the namespace _C' and 'AssertionError' in rotary_embedding.py. The server terminated with a fatal Python error after capturing the CUDA graph.,broken,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Qwen3-8B-FP8,python3 -m sglang.launch_server --model-path RedHatAI/Mistral-Small-24B-Instruct-2501-FP8-dynamic --quantization w8a8_fp8 --port 8081 --context-length 25000,NVIDIA RTX 5090 (Blackwell),Reproduce a bug where RMSNorm kernels fail on new Blackwell architecture GPUs.,BROKEN: Fails during CUDA graph capture with 'RuntimeError: RMSNorm failed with error code no kernel image is available for execution on the device'. This is due to missing Blackwell (sm_100/sm_120) support in the default sgl-kernel pip wheel.,broken,https://github.com/sgl-project/sglang/issues/7249,[Bug] RTX 5090: RMSNorm failed with error code no kernel image is available for execution on the device
nvidia/Qwen3-8B-FP8,USE_TRITON_W8A8_FP8_KERNEL=1 python3 -m sglang.launch_server --model-path zai-org/GLM-4.5-Air-FP8 --tp-size 2 --dtype fp8_w8a8,"Blackwell Workstation GPUs (e.g., RTX 5090 / Pro 6000)","Workaround for FP8 kernel issues on Blackwell by forcing the use of Triton kernels instead of Cutlass, and applying custom tuning.",Working well after manual tuning. Achieved 200 tok/s for GLM-4.5-Air-FP8. Initially reported memory issues before the user calibrated Triton and generated specific configs.,working,https://github.com/sgl-project/sglang/issues/7249,[Bug] RTX 5090: RMSNorm failed with error code no kernel image is available for execution on the device
nvidia/Qwen3-8B-FP8,python3 -m sglang.launch_server --model-path Qwen/Qwen3-8B-FP8 --dp 2 --quantization fp8 --host 0.0.0.0 --port 12000,L40S GPU (assigned device IDs 2 and 3),Normal sglang bootstrap using Docker Compose to serve the Qwen3-8B-FP8 model with data parallelism.,BROKEN: Failed with 'ModuleNotFoundError: No module named 'sentencepiece'' when starting with docker image lmsysorg/sglang:v0.4.9.post1-cu126.,broken,https://github.com/sgl-project/sglang/issues/7942,[Bug] 0.4.9.post1-cu126 reports error
nvidia/Qwen3-8B-FP8,SGL_ENABLE_JIT_DEEPGEMM=0 CUDA_VISIBLE_DEVICES=2 python -m sglang.launch_server --model-path /mnt/llms/models/Qwen/Qwen3-4B-FP8/ --tp 1 --context-length 2048 --port 5001 --host 0.0.0.0,NVIDIA GeForce RTX 5090 (Compute Capability 12.0),"Testing model loading and inference for a Qwen3 FP8 model on a single Blackwell GPU, requiring the deactivation of DeepGEMM JIT.",WORKS. Model successfully loads and runs when SGL_ENABLE_JIT_DEEPGEMM=0 is set.,working,https://github.com/sgl-project/sglang/issues/7482,[Bug] Some FP8 models fail to load
nvidia/Qwen3-8B-FP8,docker run --gpus all -p 8000:8000 --ipc=host -e SGL_ENABLE_JIT_DEEPGEMM=0 lmsysorg/sglang:blackwell python -m sglang.launch_server --model-path RedHatAI/Qwen3-32B-FP8-dynamic --port 8000 --context-length 60000,NVIDIA GeForce RTX 5090,Attempting to run a dynamic FP8 quantized version of Qwen3-32B (quantized by RedHatAI) inside a Docker container using the Blackwell-specific image.,"BROKEN. User reported that FP8-dynamic models from RedHatAI made with llm-compressor do not work with sglang, specifically failing with a CUTLASS status error during CUDA graph capture.",broken,https://github.com/sgl-project/sglang/issues/7482,[Bug] Some FP8 models fail to load
nvidia/Qwen3-8B-FP8,CUDA_VISIBLE_DEVICES=2 python -m sglang.launch_server --model-path /mnt/llms/models/Qwen/Qwen3-8B-FP8/ --tp 1 --context-length 8000 --port 5001 --host 0.0.0.0,1xRTX 5090,Testing the Qwen3-8B-FP8 model on a single Blackwell GPU setup to verify compatibility and performance.,"Broken. Encountered KeyError: '120a' in DeepGEMM dispatch, indicating that the '120a' architecture (RTX 5090) was not yet supported by the then-current DeepGEMM version during CUDA graph capture.",broken,https://github.com/sgl-project/sglang/issues/7227,[Roadmap] Blackwell Support and Optimizations
nvidia/Qwen3-8B-FP8,CUDA_VISIBLE_DEVICES=2 SGL_ENABLE_JIT_DEEPGEMM=0 python -m sglang.launch_server --model-path /mnt/llms/models/Qwen/Qwen3-8B-FP8/ --tp 1 --context-length 8000 --port 5001 --host 0.0.0.0,1xRTX 5090,Debug command to bypass DeepGEMM JIT which was failing with a KeyError on the Blackwell 5090 architecture.,Working. Disabling DeepGEMM JIT allowed the server to launch successfully on the 5090.,working,https://github.com/sgl-project/sglang/issues/7227,[Roadmap] Blackwell Support and Optimizations
nvidia/Qwen3-8B-FP8,docker run --gpus all -p 8000:8000 --ipc=host -e SGL_ENABLE_JIT_DEEPGEMM=0 lmsysorg/sglang:blackwell python -m sglang.launch_server --model-path Qwen/Qwen3-4B-FP8 --port 8000 --context-length 60000,1xRTX 5090,Experimental run using a smaller variant (4B FP8) within a specialized Blackwell docker container to verify the full stack on consumer Blackwell hardware with high context length.,Working. Successfully launched and served requests after disabling DeepGEMM JIT.,working,https://github.com/sgl-project/sglang/issues/7227,[Roadmap] Blackwell Support and Optimizations
nvidia/Qwen3-8B-FP8,CUDA_VISIBLE_DEVICES=2 python -m sglang.launch_server --model-path /mnt/llms/models/Qwen3-8B/ --tp 1 --context-length 8000 --port 5001 --host 0.0.0.0,1x RTX 5090,Testing Qwen3-8B performance with 16K context on a single 5090 GPU after manually installing torch 2.7.,Working. Achieved 83 t/s throughput for Qwen3-8B at 16K context.,working,https://github.com/sgl-project/sglang/issues/5338,[Tracker] Blackwell support
nvidia/Qwen3-8B-FP8,python -m sglang.launch_server --model-path Qwen3-8B --reasoning-parser qwen3 --dtype bfloat16,Not specified,Testing the --dtype parameter in version 0.4.6.post1 to ensure bfloat16 precision is applied correctly during server launch.,"BROKEN: Failed with AttributeError: module 'torch' has no attribute 'float8_e4m3fn'. This was caused by an outdated version of torch (2.0.1) which lacked definitions for FP8 constants required by the server's utility modules, even when attempting to run in bfloat16.",broken,https://github.com/sgl-project/sglang/issues/5869,[Bug] Issue with dtype parameter not taking effect in version 0.4.6.post1
nvidia/Qwen3-8B-FP8,python -m sglang.launch_server --model-path Qwen/Qwen3-VL-8B-Instruct-FP8 --tp-size 1 --mem-fraction-static 0.7 --context-length 8192 --max-running-requests 128 --host 0.0.0.0 --port 7860 --enable-metrics,"1x GPU (44.39 GiB capacity, likely RTX 6000 Ada or similar based on VRAM)",Original bug report: Serving Qwen3-VL-8B-Instruct-FP8 via OpenAI-compatible API with image inputs to investigate a potential memory leak.,"BROKEN: GPU memory usage grows steadily over time during concurrent image requests, eventually failing with 'torch.OutOfMemoryError: CUDA out of memory' during the logits processing step.",broken,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen3-8B-FP8,python3 -m sglang.launch_server --model-path /model/Qwen3-VL-32B-Instruct-FP8 --host xxx --port xxx --context-length 40960 --tp-size 4 --mem-fraction-static 0.45 --chunked-prefill-size 8192 --tool-call-parser qwen25 --attention-backend fa3 --mm-attention-backend fa3 --max-running-requests 10 --enable-cache-report --enable-metrics,"4x GPU (Environment: CUDA_VISIBLE_DEVICES=4,5,6,7)",Community member reproduction: Testing the 32B variant of the FP8 model in a Docker container with FlashAttention-3 enabled to see if memory OOM persists.,BROKEN: GPU memory usage rose from 50% to overflow; higher concurrency (--max-running-requests 20) caused faster OOM.,broken,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen3-8B-FP8,SGLANG_USE_CUDA_IPC_TRANSPORT=1 SGLANG_VLM_CACHE_SIZE_MB=0 python -m sglang.launch_server --model-path /home/admin/Qwen3-VL-8B-Instruct --host 0.0.0.0 --port 30000 --trust-remote-code --tp-size 8 --enable-cache-report --log-level info --max-running-requests 48 --mem-fraction-static 0.8 --chunked-prefill-size 8192 --attention-backend fa3 --mm-attention-backend fa3,8x NVIDIA H20,Maintainer attempt to reproduce the OOM using high TP and CUDA IPC transport enabled.,"Initially reported as stable usage at TP=8 on H20 GPUs, but later confirmed that rank0 overflow still occurs when concurrency is pushed to 100 with CUDA_IPC enabled.",broken,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen3-8B-FP8,SGLANG_MM_FEATURE_CACHE_MB=8192 SGLANG_USE_CUDA_IPC_TRANSPORT=1 SGLANG_VLM_CACHE_SIZE_MB=512 python -m sglang.launch_server --model-path /home/admin/Qwen3-VL-8B-Instruct/ --host 0.0.0.0 --port 8188 --trust-remote-code --tp-size 2 --enable-cache-report --log-level info --max-running-requests 48 --mem-fraction-static 0.7 --chunked-prefill-size 8192 --attention-backend flashinfer --mm-attention-backend fa3 --log-level debug --log-requests --log-requests-level 1,2x GPU (likely NVIDIA H20 as per previous bench contexts),Testing a workaround by significantly enlarging the multimodal feature cache to mitigate the memory leak caused by the CUDA IPC recycle mechanism.,"Working: Setting SGLANG_MM_FEATURE_CACHE_MB=8192 resolved the OOM for the specifically identified IPC leak, achieving 1.52 req/s at 100 max-concurrency.",working,https://github.com/sgl-project/sglang/issues/13940,[Bug] Qwen3-VL: GPU memory steadily increases with image requests (ends in CUDA OOM)
nvidia/Qwen3-8B-FP8,SGL_ENABLE_JIT_DEEPGEMM=0 LD_LIBRARY_PATH=/opt/conda/lib/python3.11/site-packages/nvidia/cuda_nvrtc/lib:${LD_LIBRARY_PATH} python -m sglang_router.launch_server --router-worker-startup-timeout-secs 900 --model-path llm/Qwen/Qwen3-8B-FP8 --dp 4 --context-length 32000 --host 0.0.0.0 --port 30001 --random-seed 1313,4x NVIDIA H200 (9.0 Compute Capability),"Loading a large model using sglang-router with Data Parallelism (DP) 4 and a context length of 32,000.","BROKEN: The router freezes during loading and cannot retrieve 'health' status from the workers, even with an extended startup timeout of 900 seconds.",broken,https://github.com/sgl-project/sglang/issues/5918,[Bug] sglang-router freezes loading on big models
